卒業フェスティバル,,,
前日の準備物,,,実施要項
生徒会司会あたりの準備,司会台の設置(長机3つ・マイク3つ・椅子生徒会が必要分用意),,司会
桜,バックパネルを置いているところの桜を、ステージ前あたりにバランスよく配置する,,2025年度司会原稿
バックパネル,司会台の後ろと、女子バスケ側のドアの前に2つバックパネルを配置,,
卒業おめでとうパネルを入れる,ポスター入れをして、配置する,,
動画作成,各部活動から集めた動画を編集する。当日流せるようにしておく,,
,,,
,,,
,,,
当日の準備(8:00集合),,,
マイクなどの再確認,マイクの音量などを再度確認しておく,,
司会者は原稿確認しておく,,,
配置物の確認,配置したバックパネル・桜などの配置の再確認,,
司会者は準備しておく,原稿確認,,
,,,
,,,
当日の仕事内容,,,
司会,,,
照明&マイク音量調整,,,
スクリーン,,,
お助け係,,,
,,,
"担当者
2年生が担当をし、準備から運営まで行うようにする",,,
