歓迎フェスティバル,
前日までの準備物,
動画の作成,各部活動、同好会から集めた動画を見やすいように動画編集を行い、流す
対面挨拶の代表者を決める,会長が挨拶を行う。(対面式の挨拶。ようこそ東海へなどの文言で)
委員会の説明,各種委員会がどのような委員会があるかを、説明する(1年生が委員会を知らないため。また在校生も委員会がどのような仕事があるか忘れているため、再度認識するため)
当日の昼休みに準備(昼休み13:10集合),
各クラスのプラカードを整列場所におく,各クラスのプラカードを並べて、スムーズに並べるように置いておく。(プラカードは、体育館司会台の中に置いている)。
バックパネルを準備(4つ),バックパネルを司会の後ろに準備する
生徒会の机、椅子準備,机3つ、椅子10程度準備する
マイク4本,司会用マイク、吹奏楽などが使用するマイク、予備のマイク準備しておく
当日の仕事内容,
司会,
照明＆マイク音量調節,
スクリーン上げ下ろし,
会長はじめの挨拶・対面式挨拶＆握手,
"※担当者
3年生の生徒会が担当する。",
